21,1989,Katherine,618
22,1989,Rebecca,605
23,1989,Jasmine,596
24,1989,Tiffany,594
25,1989,Kelly,587
1,1990,Jessica,2117
2,1990,Ashley,2098
3,1990,Brittany,1533
4,1990,Amanda,1504
5,1990,Samantha,1312
6,1990,Stephanie,1240
7,1990,Sarah,1151
8,1990,Elizabeth,1100
9,1990,Jennifer,1081
10,1990,Lauren,1064
11,1990,Nicole,961
12,1990,Emily,956
13,1990,Megan,947
14,1990,Michelle,785
15,1990,Rachel,749
16,1990,Melissa,720
17,1990,Jasmine,696
18,1990,Danielle,678
19,1990,Rebecca,678
20,1990,Katherine,621
21,1990,Courtney,620
22,1990,Kayla,598
23,1990,Amber,574
24,1990,Alyssa,566
25,1990,Laura,553
1,1991,Jessica,2075
2,1991,Ashley,1906
3,1991,Samantha,1313
4,1991,Brittany,1286
5,1991,Sarah,1220
6,1991,Amanda,1178
7,1991,Stephanie,1142
8,1991,Elizabeth,1133
9,1991,Emily,1083
10,1991,Jennifer,1026
11,1991,Megan,955
12,1991,Lauren,895
13,1991,Nicole,856
14,1991,Rachel,806
15,1991,Danielle,695
16,1991,Melissa,693
17,1991,Jasmine,689
18,1991,Rebecca,669
19,1991,Michelle,660
20,1991,Kayla,642
21,1991,Katherine,618
22,1991,Kelsey,600
23,1991,Alyssa,539
24,1991,Amber,526
25,1991,Courtney,511
1,1992,Jessica,1816
2,1992,Ashley,1744
3,1992,Samantha,1189
4,1992,Sarah,1095
5,1992,Emily,1087
6,1992,Brittany,1065
7,1992,Amanda,1057
8,1992,Elizabeth,1032
9,1992,Stephanie,989
10,1992,Jennifer,912
11,1992,Megan,896
12,1992,Lauren,861
13,1992,Nicole,845
14,1992,Rachel,798
15,1992,Taylor,728
16,1992,Danielle,709
17,1992,Jasmine,652
18,1992,Rebecca,632
19,1992,Melissa,595
20,1992,Michelle,579
21,1992,Kayla,574
22,1992,Kelsey,571
23,1992,Alexandra,544
24,1992,Katherine,540
25,1992,Amber,521
1,1993,Jessica,1789
2,1993,Ashley,1573
3,1993,Samantha,1195
4,1993,Emily,1181
5,1993,Sarah,1116
6,1993,Taylor,1004
7,1993,Brittany,953
8,1993,Amanda,920
9,1993,Elizabeth,915
10,1993,Lauren,901
11,1993,Nicole,881
12,1993,Stephanie,880
13,1993,Jennifer,800
14,1993,Megan,788
15,1993,Jasmine,757
16,1993,Rachel,745
17,1993,Danielle,614
18,1993,Hannah,600
19,1993,Rebecca,592
20,1993,Michelle,588
21,1993,Alyssa,587
22,1993,Kayla,566
23,1993,Kelsey,551
24,1993,Melissa,546
25,1993,Amber,542
1,1994,Jessica,1640
2,1994,Ashley,1300
3,1994,Emily,1157
4,1994,Samantha,1134
5,1994,Taylor,1018
6,1994,Sarah,1011
7,1994,Nicole,902
8,1994,Amanda,865
9,1994,Brittany,825
10,1994,Elizabeth,811
11,1994,Megan,810
12,1994,Stephanie,791
13,1994,Lauren,779
14,1994,Rachel,732
15,1994,Jennifer,697
16,1994,Jasmine,673
17,1994,Danielle,662
18,1994,Alexis,635
19,1994,Hannah,627
20,1994,Kayla,609
21,1994,Rebecca,558
22,1994,Michelle,551
23,1994,Alyssa,539
24,1994,Alexandra,501
25,1994,Katherine,486
1,1995,Jessica,1429
2,1995,Ashley,1171
3,1995,Emily,1169
4,1995,Samantha,1103
5,1995,Sarah,972
6,1995,Taylor,936
7,1995,Elizabeth,821
8,1995,Rachel,806
9,1995,Hannah,782
10,1995,Megan,754
11,1995,Amanda,730
12,1995,Stephanie,721
13,1995,Lauren,705
14,1995,Alexis,684
15,1995,Nicole,684
16,1995,Brittany,670
17,1995,Jennifer,645
18,1995,Kayla,612
19,1995,Jasmine,599
20,1995,Brianna,538
21,1995,Alyssa,534
22,1995,Alexandra,521
23,1995,Rebecca,518
24,1995,Danielle,496
25,1995,Morgan,489
1,1996,Jessica,1265
2,1996,Emily,1172
3,1996,Ashley,1041
4,1996,Samantha,962
5,1996,Sarah,914
6,1996,Taylor,902
7,1996,Elizabeth,835
8,1996,Alexis,816
9,1996,Hannah,783
10,1996,Rachel,740
11,1996,Megan,720
12,1996,Stephanie,646
13,1996,Nicole,641
14,1996,Jennifer,640
15,1996,Lauren,632
16,1996,Kayla,623
17,1996,Amanda,607
18,1996,Alyssa,584
19,1996,Brittany,582
20,1996,Rebecca,541
21,1996,Brianna,527
22,1996,Jasmine,523
23,1996,Alexandra,498
24,1996,Abigail,479
25,1996,Morgan,460
1,1997,Emily,1213
2,1997,Jessica,1122
3,1997,Samantha,1005
4,1997,Hannah,945
5,1997,Sarah,902
6,1997,Ashley,884
7,1997,Alexis,873
8,1997,Taylor,832
9,1997,Elizabeth,753
10,1997,Megan,702
11,1997,Rachel,670
12,1997,Jennifer,630
13,1997,Lauren,622
14,1997,Alyssa,610
15,1997,Nicole,594
16,1997,Kayla,555
17,1997,Abigail,548
18,1997,Amanda,543
19,1997,Stephanie,541
20,1997,Brianna,534
21,1997,Madison,508
22,1997,Jasmine,484
23,1997,Brittany,476
24,1997,Olivia,476
25,1997,Rebecca,449
1,1998,Emily,1211
2,1998,Samantha,1031
3,1998,Jessica,978
4,1998,Alexis,938
5,1998,Hannah,878
6,1998,Ashley,861
7,1998,Sarah,827
8,1998,Taylor,789
9,1998,Elizabeth,700
10,1998,Alyssa,661
11,1998,Lauren,644
12,1998,Megan,643
13,1998,Abigail,597
14,1998,Madison,596
15,1998,Kayla,594
16,1998,Jennifer,592
17,1998,Rachel,557
18,1998,Emma,542
19,1998,Nicole,539
20,1998,Brianna,497
21,1998,Stephanie,496
22,1998,Olivia,487
23,1998,Amanda,477
24,1998,Allison,466
25,1998,Jasmine,465
1,1999,Emily,1210
2,1999,Hannah,958
3,1999,Samantha,901
4,1999,Jessica,898
5,1999,Alexis,876
6,1999,Elizabeth,809
7,1999,Sarah,795
8,1999,Taylor,706
9,1999,Ashley,705
10,1999,Grace,637
11,1999,Lauren,633
12,1999,Madison,630
13,1999,Emma,629
14,1999,Alyssa,606
15,1999,Abigail,599
16,1999,Jennifer,592
17,1999,Kayla,586
18,1999,Nicole,560
19,1999,Megan,556
20,1999,Brianna,522
21,1999,Olivia,509
22,1999,Rachel,493
23,1999,Sydney,489
24,1999,Natalie,461
25,1999,Julia,435
1,2000,Emily,1205
2,2000,Hannah,1041
3,2000,Jessica,843
4,2000,Alexis,841
5,2000,Samantha,816
6,2000,Grace,762
7,2000,Elizabeth,739
8,2000,Ashley,733
9,2000,Madison,715
10,2000,Sarah,694
11,2000,Kayla,656
12,2000,Lauren,653
13,2000,Alyssa,651
14,2000,Olivia,646
15,2000,Emma,624
16,2000,Abigail,607
17,2000,Taylor,600
18,2000,Megan,573
19,2000,Brianna,533
20,2000,Jennifer,516
21,2000,Anna,490
22,2000,Rachel,477
23,2000,Sydney,476
24,2000,Natalie,471
25,2000,Nicole,459
1,2001,Emily,1182
2,2001,Hannah,882
3,2001,Jessica,793
4,2001,Grace,778
5,2001,Madison,763
6,2001,Samantha,763
7,2001,Abigail,738
8,2001,Alexis,727
9,2001,Elizabeth,710
10,2001,Olivia,666
11,2001,Ashley,658
12,2001,Emma,656
13,2001,Sarah,652
14,2001,Alyssa,621
15,2001,Kayla,593
16,2001,Taylor,580
17,2001,Lauren,561
18,2001,Anna,516
19,2001,Jennifer,511
20,2001,Megan,504
21,2001,Brianna,484
22,2001,Nicole,462
23,2001,Julia,460
24,2001,Sydney,455
25,2001,Rachel,432
